image,method,ratio,speedup,sim_vs_baseline,sim_vs_gt,baseline_acc,time
000000455157.jpg,baseline,1.0,1.0,1.0,0.7535625696182251,0.7535625696182251,2.690454249997856
000000455157.jpg,attention,0.1,2.005320095496405,0.14611217379570007,0.17492753267288208,0.7535625696182251,1.3416582499921788
000000455157.jpg,attention,0.3,0.73240612262949,0.21578380465507507,0.3585178256034851,0.7535625696182251,3.673445874999743
000000455157.jpg,attention,0.5,0.2609331524710278,0.2693685293197632,0.2838374972343445,0.7535625696182251,10.310894666006789
000000455157.jpg,attention,0.7,0.29685295623121805,0.44143983721733093,0.49633538722991943,0.7535625696182251,9.063255707995268
000000455157.jpg,similarity,0.1,1.1462125144641941,0.570255696773529,0.46409791707992554,0.7535625696182251,2.3472560420050286
000000455157.jpg,similarity,0.3,2.067244802007828,0.7372923493385315,0.5939036011695862,0.7535625696182251,1.301468624995323
000000455157.jpg,similarity,0.5,2.6389726231520743,0.8484546542167664,0.6999984979629517,0.7535625696182251,1.0195082080026623
000000455157.jpg,similarity,0.7,1.8144567041445911,0.8610777854919434,0.7370048761367798,0.7535625696182251,1.4827877919888124
000000455157.jpg,norm,0.1,1.3531479735498968,0.8846312761306763,0.7524975538253784,0.7535625696182251,1.988292708992958
000000455157.jpg,norm,0.3,1.4820485846697167,0.8675020933151245,0.7345828413963318,0.7535625696182251,1.81536170799518
000000455157.jpg,norm,0.5,1.5025735607803075,0.8820029497146606,0.7436298131942749,0.7535625696182251,1.7905640829994809
000000455157.jpg,norm,0.7,1.5328727528004167,0.8696109652519226,0.7414376139640808,0.7535625696182251,1.7551712919957936
000000182162.jpg,baseline,1.0,1.0,1.0,0.6424334645271301,0.6424334645271301,8.704068499995628
000000182162.jpg,attention,0.1,1.0098080586613933,0.4360114336013794,0.3607605993747711,0.6424334645271301,8.61952766700415
000000182162.jpg,attention,0.3,0.9469981935738139,0.5897431373596191,0.5733343362808228,0.6424334645271301,9.191219750005985
000000182162.jpg,attention,0.5,1.1898748585505583,0.6393453478813171,0.6237618923187256,0.6424334645271301,7.315112540993141
000000182162.jpg,attention,0.7,1.1129367695242407,0.6844905018806458,0.6452003121376038,0.6424334645271301,7.820811332989251
000000182162.jpg,similarity,0.1,6.078018545705497,0.7520869374275208,0.6871153712272644,0.6424334645271301,1.4320569169940427
000000182162.jpg,similarity,0.3,7.756687679816038,0.6687709093093872,0.6701679825782776,0.6424334645271301,1.1221372909785714
000000182162.jpg,similarity,0.5,1.8767117627561618,0.9318670034408569,0.6132005453109741,0.6424334645271301,4.637935709004523
000000182162.jpg,similarity,0.7,2.97629548325444,0.8809200525283813,0.6882853507995605,0.6424334645271301,2.9244638339732774
000000182162.jpg,norm,0.1,2.717727084908332,0.9115010499954224,0.6765437126159668,0.6424334645271301,3.20270145899849
000000182162.jpg,norm,0.3,1.0109012630931853,0.8364517688751221,0.7122834324836731,0.6424334645271301,8.610206375014968
000000182162.jpg,norm,0.5,1.2952739565075237,0.9693679809570312,0.6113815307617188,0.6424334645271301,6.719866833009291
000000182162.jpg,norm,0.7,1.386746378960581,0.9563786387443542,0.6523789167404175,0.6424334645271301,6.276611666020472
000000126226.jpg,baseline,1.0,1.0,1.0,0.6804025173187256,0.6804025173187256,5.837854540994158
000000126226.jpg,attention,0.1,3.725311048695468,0.3845263719558716,0.06506333500146866,0.6804025173187256,1.5670784169924445
000000126226.jpg,attention,0.3,3.7630159674476324,0.3910655975341797,0.28682881593704224,0.6804025173187256,1.5513764999923296
000000126226.jpg,attention,0.5,0.7111403098302124,0.5830875635147095,0.3497947156429291,0.6804025173187256,8.20914587500738
000000126226.jpg,attention,0.7,0.716048737838286,0.5029927492141724,0.275775671005249,0.6804025173187256,8.152873167011421
000000126226.jpg,similarity,0.1,4.314562882620488,0.7998901605606079,0.7553130388259888,0.6804025173187256,1.3530581659870222
000000126226.jpg,similarity,0.3,3.9758060094406407,0.7868304252624512,0.7775938510894775,0.6804025173187256,1.4683449160074815
000000126226.jpg,similarity,0.5,4.1352315387090455,0.7952913045883179,0.7593942880630493,0.6804025173187256,1.4117358330113348
